gene,scores,log2FC,pvals,padj,significance
P3H4,1.5885625,1.0585065,0.11215921235822796,0.37784803054654253,NS
GLMN,1.5884994,0.13036399,0.1121734626002499,0.37784803054654253,NS
C12orf45,1.585506,0.27354738,0.11285142662050261,0.3797884549728453,NS
NDST1,1.583986,0.14022279,0.1131968939913724,0.38077463761572117,NS
EVC2,1.5816653,0.21208912,0.11372601607055892,0.3823331520483435,NS
IRF9,1.5816076,0.28892347,0.11373919054299977,0.3823331966297319,NS
CCDC144A,1.5809066,0.095337115,0.1138993755091694,0.38275902854034094,NS
TRIM37,1.5808804,0.124254644,0.11390539764995689,0.38275902854034094,NS
NUDT9,1.5807309,0.27391058,0.11393956702866942,0.382829565369286,NS
PIGQ,1.580384,0.69027716,0.11401895456493448,0.38305199839381826,NS
PDE10A,1.5791913,0.41042927,0.1142921906124148,0.3839255477903157,NS
HIST1H1C,1.5784622,0.7144091,0.11445944632659538,0.38444293164384274,NS
GLDC,1.5783783,1.3258303,0.11447873363053833,0.3844551683599656,NS
CHN1,1.5777036,0.24793248,0.11463371464757124,0.38485027279694267,NS
ARHGAP45,1.5776155,0.16936982,0.11465396997366795,0.3848737956707943,NS
ZMIZ1-AS1,1.5768005,0.46643132,0.11484145048896381,0.3853695433411573,NS
SELENOO,1.5761598,0.09787486,0.11498897436206848,0.3857309128427355,NS
HMMR,1.5754119,1.5261074,0.11516138750029452,0.38613092184713244,NS
TMEM230,1.5749779,0.27176708,0.11526154666444022,0.38633297918564535,NS
COX7A2,1.5742638,0.56428427,0.11542647369252027,0.38675191012315036,NS
SLC25A20,1.5734473,0.5756,0.11561527381043468,0.38711660951972426,NS
RNF4,1.5731586,0.124195725,0.11568210702078914,0.3872511188008671,NS
CDK12,1.5730572,0.059900902,0.11570557124987836,0.38728503800080266,NS
AC002558.3,1.570671,0.62915796,0.11625908835526838,0.38895848401710775,NS
DAP,1.5703387,0.11837059,0.11633633909152845,0.38917211545473296,NS
PTGR1,1.5700475,0.2462205,0.11640406741719049,0.3893538466861697,NS
DCAF17,1.5699565,0.30007595,0.11642522579505918,0.3893797846357897,NS
ILF3-DT,1.5695637,0.62499475,0.11651664796188001,0.38964068415938924,NS
KHDC4,1.5687304,0.15065221,0.11671077043068688,0.390244921847543,NS
URM1,1.5685861,0.46307948,0.11674440181027279,0.39031244937143794,NS
TPCN1,1.5678289,0.061698403,0.11692106895384094,0.39081314614072943,NS
SHMT1,1.5668622,0.4828186,0.11714689049619809,0.39147787517710275,NS
TMEM119,1.5657473,1.6048651,0.11740779816140041,0.39230463958922035,NS
CYGB,1.565628,1.5678781,0.11743571940469882,0.3923528060617022,NS
SEMA3D,1.5649083,0.40405065,0.1176044106734419,0.392780884118589,NS
GIMAP2,1.5630674,0.7603155,0.11803674383395088,0.39404360013517276,NS
PSME3,1.5627364,0.6713311,0.11811461806206974,0.3942582620594193,NS
TXN,1.5619648,0.27755287,0.11829629974314894,0.3947968063426213,NS
RNF40,1.5619357,0.28509963,0.11830313938769427,0.3947968063426213,NS
AATF,1.5614935,0.09135859,0.11840734611656785,0.39509917352243235,NS
RBM22,1.5609263,0.46067035,0.11854114615062657,0.39550020623357085,NS
AC013457.1,1.560622,1.2381021,0.11861297313757586,0.3956944039557394,NS
SDC1,1.5605499,0.3689767,0.11862998739504484,0.39570572210656246,NS
RTF1,1.5602463,0.096154466,0.11870167451619719,0.3958539369412844,NS
SLC66A1L,1.5600933,0.7295315,0.11873784950412589,0.3959291239778302,NS
RRAS,1.5586165,0.9450013,0.11908717555991706,0.39703130493545713,NS
ADAMTS4,1.5579617,0.7745729,0.11924231431668943,0.39736642345801954,NS
PALM,1.5579252,0.7310117,0.11925096315686796,0.39736642345801954,NS
YIPF2,1.5573361,0.4244586,0.11939072220693489,0.3977864984644407,NS
SLC39A10,1.5562795,0.09089667,0.11964164703913008,0.3985311141482317,NS
ABLIM3,1.5559605,0.17702371,0.11971747848346599,0.3987226980173635,NS
CDC14A,1.5559222,0.056216042,0.11972661255784722,0.3987226980173635,NS
LYN,1.5548757,0.034308396,0.11997567271092141,0.3994605492552742,NS
NACC2,1.5541998,0.15980896,0.12013677148476647,0.3998390646913781,NS
CEP164,1.554121,0.14612742,0.12015554979789704,0.3998390646913781,NS
ING1,1.5540524,1.1544441,0.12017194057901626,0.3998390646913781,NS
C4orf48,1.5536104,1.7214916,0.12027737359189014,0.40014403376596525,NS
EMC7,1.5519428,0.7151282,0.12067591309575848,0.40126836929855153,NS
SDSL,1.5519073,1.6866423,0.12068439733430103,0.40126836929855153,NS
THOC3,1.5518212,0.9202968,0.12070499507290407,0.4012909254827035,NS
MRPL12,1.550268,1.7452755,0.1210771804197971,0.40234409645334085,NS
GSK3A,1.549465,0.6131107,0.1212699814187672,0.402892607526897,NS
DYRK4,1.5460311,0.94934845,0.12209706049465711,0.40545070382769505,NS
AL162231.2,1.546031,0.69526017,0.122097091516585,0.40545070382769505,NS
AC106865.2,1.5459785,1.2724118,0.12210974897722904,0.40545070382769505,NS
PLP2,1.5452589,1.1057246,0.12228364461374075,0.40598170011761925,NS
PYGB,1.5451154,0.11048574,0.12231837239628808,0.40605059057389653,NS
FAM210B,1.5443196,1.2226319,0.12251091266620459,0.4065415236342473,NS
FAM174C,1.5442151,1.505968,0.12253623342311426,0.4065415236342473,NS
BEX3,1.543672,0.6553808,0.12266781783088743,0.4068851459222745,NS
MSMO1,1.5425991,0.3513808,0.12292807433801135,0.40760878433046793,NS
TMEM150C,1.5421792,0.9304776,0.12303005694356187,0.4079003828133385,NS
PHYKPL,1.5415322,0.06913308,0.12318732496773176,0.40832859314383935,NS
RNASEL,1.5414265,0.54600316,0.1232130048035854,0.40836711803127845,NS
MRPL38,1.5410819,0.7468844,0.12329685262796175,0.40850519717635597,NS
CDK2AP2,1.5401536,1.7608999,0.12352289768711548,0.4090675077303585,NS
NFAT5,1.539665,0.036200996,0.12364202502824757,0.40936868327679415,NS
KCNE3,1.5394198,1.1738495,0.1237018416983248,0.4095200571323459,NS
GOLGA7,1.5390909,0.746322,0.12378212363226483,0.40964578395047774,NS
STARD3,1.538857,0.16571791,0.12383920149719943,0.40969465932053795,NS
NUP43,1.5366817,0.2360853,0.12437129315544115,0.4112676227849249,NS
ST3GAL3,1.5365974,0.07066016,0.12439194026456044,0.4112890808883998,NS
BORA,1.5359303,0.710828,0.12455548042605577,0.411689237271239,NS
NADK2,1.5353787,0.2159291,0.1246908355179103,0.41204285880961145,NS
ZBTB18,1.53422,0.37628922,0.12497553670284946,0.4129366857618036,NS
ZYG11B,1.532408,0.11118052,0.125421784667731,0.4142697947240006,NS
S1PR2,1.532196,1.741951,0.12547406398413188,0.4143953568370886,NS
ATG16L1,1.5320266,0.1597096,0.12551586796538777,0.41443918667816715,NS
TDO2,1.5317538,1.6119012,0.12558320817970725,0.4146023634099882,NS
AP1S2,1.5316554,0.16870987,0.1256075006809568,0.4146023634099882,NS
ANKRD16,1.5316529,0.50336283,0.12560810328300537,0.4146023634099882,NS
KIFC1,1.5307213,1.4522644,0.1258382715341908,0.41522055748162684,NS
NDUFS8,1.5300676,0.5273307,0.1260000171047505,0.41570704110085205,NS
SPG11,1.5290047,0.036152657,0.1262632865638307,0.416481034935765,NS
GRK6,1.5281032,0.36770117,0.1264868952206283,0.41702920283273776,NS
PBX2,1.5274454,0.28904265,0.12665027913809349,0.41747312027250827,NS
NKRF,1.5255436,0.79984,0.12712358425453044,0.4188906672633972,NS
ASCC1,1.5254366,0.07867486,0.1271502216857597,0.41893092207908805,NS
NUMA1,1.5252982,0.05746762,0.12718474154748066,0.4189971356264814,NS
ATG12,1.525156,0.14300106,0.12722019763999134,0.4190664181247022,NS
LINC00847,1.5243925,0.97150946,0.12741070949395306,0.4195988108830446,NS
CCL4,1.5228748,0.82768315,0.12779002029727157,0.4206095728116632,NS
IPPK,1.5227368,0.27239522,0.1278245787502004,0.4206731874207806,NS
TRIM23,1.5225744,0.20840295,0.12786522235794712,0.4206731874207806,NS
GPR174,1.5225351,0.4396985,0.12787506322316367,0.4206731874207806,NS
GEN1,1.5225084,0.30703422,0.12788175277497119,0.4206731874207806,NS
MED1,1.5208565,0.23090813,0.12829584372621658,0.4219875747561811,NS
MPV17,1.5199933,0.36035427,0.1285126583010668,0.4225571843402367,NS
TMEM101,1.5195254,1.2379284,0.12863028299142523,0.4228960752490836,NS
MMP19,1.5192424,0.010900397,0.12870150560930746,0.4230823512448095,NS
ABHD5,1.5177182,0.13614574,0.1290854516814813,0.42429648917707985,NS
STK40,1.5173633,0.12184701,0.12917498871855387,0.42446514294179066,NS
BCL11B,1.517341,0.15644643,0.1291805965145739,0.42446514294179066,NS
CDK18,1.5167873,0.6177683,0.12932039868132142,0.4248764512205821,NS
FKBP3,1.5165703,0.37673548,0.12937520358172247,0.42500844329402215,NS
DECR1,1.5151644,0.06419711,0.1297307856966611,0.4260029155126469,NS
AL392172.1,1.5151327,0.2511833,0.1297388190001744,0.4260029155126469,NS
IRAK4,1.5150752,0.1532187,0.12975335798476126,0.4260029155126469,NS
PKHD1L1,1.5150256,0.5062307,0.12976591391984207,0.4260029155126469,NS
LYSMD2,1.5147486,1.1893697,0.1298360948899637,0.4261757972182988,NS
SHPRH,1.514644,0.060098253,0.1298625871592558,0.4261757972182988,NS
SEC16A,1.5144817,0.11547324,0.12990373334895386,0.4262626740977194,NS
AP1M1,1.5133877,0.23975678,0.1301812131167651,0.4270284825024871,NS
DEXI,1.512888,0.6492496,0.13030811527631234,0.4273000055059119,NS
TOP3A,1.5126889,0.19442707,0.13035870714102007,0.4273833345219281,NS
ARL4A,1.5126722,0.5094063,0.13036295102233408,0.4273833345219281,NS
DGKA,1.5120693,0.11824334,0.1305162269398281,0.42778928044702763,NS
ACVRL1,1.5113999,0.52520305,0.1306866175054286,0.42829944026767836,NS
ETFA,1.5107815,0.07625819,0.13084411717435102,0.4287672424043877,NS
SNRPA,1.5105997,0.28546834,0.13089044934989044,0.4288706918130292,NS
PPM1G,1.5091295,0.19659626,0.13126570034142088,0.4299831222375446,NS
IL32,1.5090955,0.42985487,0.13127436527107686,0.4299831222375446,NS
RNASE6,1.508074,1.789108,0.13153557136430752,0.4306444661482175,NS
MRPL1,1.5072521,0.1459932,0.13174605713717724,0.43123638984056323,NS
CBR1,1.5066822,1.7344035,0.13189215896765086,0.43166597769381,NS
TM4SF19-AS1,1.5061955,2.3847597,0.13201698980304774,0.43202585938701554,NS
AC018628.2,1.5056515,0.37289125,0.13215665956610384,0.4323855119264913,NS
SMG9,1.5054353,0.30521405,0.13221219646856544,0.4324698015326907,NS
ELAC2,1.5051914,0.40501273,0.13227484979313564,0.432626028652397,NS
THAP5,1.5044904,1.0036685,0.13245514753120702,0.4331181940321436,NS
RFXAP,1.5042983,0.79646295,0.13250456605240266,0.4332310235027909,NS
MEFV,1.5032998,2.038797,0.13276173947456255,0.4339741793334131,NS
AC108134.3,1.5027864,0.6216017,0.13289413251005536,0.43426035426514153,NS
LSM12,1.5026487,0.2815348,0.13292965785230812,0.43432758526707355,NS
AC005414.1,1.5021855,1.231902,0.1330492121738967,0.4346204445801979,NS
SNHG8,1.501737,0.54405385,0.13316503303368785,0.43494987740371394,NS
LAMTOR3,1.501289,0.61014533,0.13328083228689777,0.43518131706579527,NS
CXXC1,1.5010921,0.42274365,0.13333175150270848,0.43529864926429324,NS
HMG20B,1.501001,0.5040991,0.13335530631587142,0.43532662641600905,NS
CDCA2,1.4998019,1.4135804,0.13366573956985622,0.4361404863453566,NS
TTLL12,1.4996713,0.89299566,0.13369956012305306,0.43615634155807875,NS
IDH3A,1.4992487,0.3482181,0.1338091228971215,0.4364157426924194,NS
ZDHHC2,1.4971429,0.16153978,0.13435607408487543,0.43795376483007536,NS
MED14,1.4969801,0.094475396,0.1343984527303169,0.43804275236348095,NS
WDR45B,1.4960828,0.10160864,0.13463208822446557,0.43875501042413334,NS
SLC30A6,1.4954315,0.14811419,0.13480186702427002,0.4392590282731401,NS
FBXW4,1.4951432,0.060211547,0.13487706453362874,0.4394547694820452,NS
GRHPR,1.4943228,0.5562311,0.13509127340927712,0.44010334109448246,NS
CDK16,1.4941255,0.48787025,0.13514282736962188,0.4401725681228294,NS
INHBA,1.493048,0.14043473,0.13542462854965795,0.44099153226853083,NS
CD38,1.4925431,0.13301852,0.1355568159232921,0.44137250645277243,NS
SLC35A4,1.492424,1.5358064,0.1355880105201146,0.4414245999786315,NS
DUSP7,1.4919845,1.6856126,0.13570321269808297,0.44175014891072506,NS
ATRAID,1.4906336,1.4486986,0.13605770864435693,0.44285450264633824,NS
SKIL,1.4904408,0.057096433,0.1361083658359915,0.4429294695656928,NS
GLRX2,1.4904299,1.0225393,0.13611123493331978,0.4429294695656928,NS
CIC,1.4899993,0.39268425,0.13622441586103,0.44319848591812316,NS
DKC1,1.488667,0.3346501,0.13657508867142676,0.4442398752552847,NS
AC117453.1,1.4882036,0.7098149,0.13669720289568926,0.4445748651259596,NS
TPRG1L,1.48816,1.9553821,0.1367086839989741,0.4445748651259596,NS
TTLL4,1.4876957,1.0091535,0.13683116151052102,0.4448735581287785,NS
PAMR1,1.4871219,0.81660426,0.13698262201057035,0.44526632756037465,NS
KLHL5,1.4866761,0.028402766,0.13710036692376532,0.4454898330094654,NS
KIF2C,1.4864054,1.298409,0.1371719342192731,0.44559931035401745,NS
RSPRY1,1.4859798,0.12917091,0.1372844698880109,0.4458483901896833,NS
ENOPH1,1.4857974,0.37458983,0.13733272610713168,0.4459552530082914,NS
IMPACT,1.4854524,0.84270495,0.1374240068920424,0.4462017883328302,NS
EEF1AKNMT,1.4852341,1.1271328,0.137481825241939,0.4463034482378151,NS
C11orf58,1.4837142,0.09658663,0.13788476069203157,0.44739777706953165,NS
TTK,1.4828185,1.7104633,0.13812265021143086,0.4479709591439295,NS
ELMOD3,1.4828168,0.11940277,0.1381230940121231,0.4479709591439295,NS
LYVE1,1.4824349,0.6916823,0.13822461668272848,0.4482501802448384,NS
SLC16A2,1.4815332,0.54394484,0.13846456540176555,0.4489781923117859,NS
AL683807.1,1.4814174,0.8331872,0.13849538546200355,0.4490280075525896,NS
NAV3,1.4812613,-0.038465727,0.13853695473302555,0.44911112823453675,NS
MAP4,1.4809877,0.021523355,0.1386098524525187,0.44920887204498416,NS
VGLL4,1.4809028,0.06638932,0.13863248070931086,0.44920887204498416,NS
CYP39A1,1.4800197,0.5188549,0.13886800386725848,0.44988463391812855,NS
JPT2,1.479301,0.29030055,0.13905990424088932,0.45045609034320194,NS
PSMB3,1.4792271,0.5662359,0.13907963747132965,0.4504600482745309,NS
RNASEH2C,1.4791676,0.6856948,0.13909552857875085,0.4504600482745309,NS
NKAPD1,1.4786024,0.66386724,0.13924661536570743,0.45085980565913963,NS
MTIF3,1.4780998,0.17898668,0.1393810513337238,0.451244794521863,NS
C19orf12,1.4772547,0.264501,0.1396073640979029,0.45187676067343496,NS
AP003469.4,1.476983,1.7550195,0.13968021302134467,0.4520621867502298,NS
ARMC1,1.4759068,0.26387355,0.13996890070469106,0.4528540727544557,NS
RPAP3,1.4758966,0.26074836,0.13997165987133417,0.4528540727544557,NS
NF2,1.4750762,0.16411525,0.14019204537916719,0.4534155998958814,NS
USP5,1.475005,0.8576664,0.14021117689832646,0.4534269941997533,NS
KCND2,1.4745016,0.36648843,0.14034657076266788,0.45371331856838437,NS
B4GALT2,1.4742986,0.78505754,0.14040121971127925,0.45383948287667325,NS
ZNF639,1.4727278,0.5334174,0.1408244465237425,0.45505059307335194,NS
SRXN1,1.4726756,2.2458453,0.14083855016600713,0.45505059307335194,NS
TRPV4,1.4722002,0.5398497,0.14096684958921843,0.45541447737620055,NS
MAP1S,1.4719704,0.64652884,0.1410288648462362,0.4555641636587526,NS
ARSK,1.4710711,0.49168727,0.14127189040759955,0.4562477394486678,NS
AC009570.2,1.4701357,1.6996344,0.1415250116767319,0.45701440520331943,NS
TXNDC12,1.4697039,0.27531666,0.14164195702404908,0.45713819284177576,NS
LDHA,1.4691826,0.22383828,0.14178325327028912,0.45754315790956446,NS
DIMT1,1.4691217,0.21415676,0.1417997994588328,0.45754572634445106,NS
TRAPPC3,1.468532,0.48472416,0.14195976432072832,0.4580110121631672,NS
SNRPN,1.4672997,0.6942672,0.14229453491015964,0.4588363013808566,NS
FBL,1.4669744,0.8556947,0.14238303106336564,0.4590707050378215,NS
MOB3C,1.46603,0.9689108,0.14264012934115583,0.4596023792132136,NS
BCL2L2,1.4660199,0.43685162,0.1426428588979805,0.4596023792132136,NS
NDUFV3,1.4658061,0.21827452,0.14270109899551864,0.45973904023730916,NS
ZFYVE27,1.4651203,0.27238822,0.14288808754447205,0.46023937722218794,NS
SZRD1,1.465007,0.19522569,0.14291903109119852,0.46028801033251854,NS
THUMPD3-AS1,1.4649433,0.29389712,0.1429363799494338,0.4602928541770372,NS
GTF3C3,1.4645338,0.18385695,0.14304815233121373,0.4606017319022123,NS
MTLN,1.464451,2.14307,0.1430707744093165,0.4606235172991959,NS
CABIN1,1.4612156,0.0527005,0.14395627083168955,0.4631664268092348,NS
METTL26,1.4603456,1.079912,0.14419511334709237,0.4638835041786305,NS
RRM1,1.4598016,0.24642055,0.1443446103206156,0.4642616175613245,NS
GMPPA,1.4584844,0.8557106,0.1447070721169598,0.4653758933906434,NS
CXCL5,1.4578681,1.4512116,0.14487691274028755,0.4658705241427223,NS
ANTKMT,1.457574,1.326893,0.14495799303758958,0.4660796566399532,NS
C18orf54,1.457324,1.1304644,0.14502695102239985,0.46624977060654227,NS
CD27-AS1,1.4561613,0.66710705,0.14534804584456867,0.4671031399252362,NS
RHBDD3,1.4560001,0.6260037,0.14539260645992258,0.46716681978329294,NS
OSBP,1.4548068,0.12784028,0.145722751365144,0.4680723050815384,NS
ARSA,1.4545729,0.52562296,0.1457875396491645,0.4682286375686267,NS
TIMELESS,1.4541819,0.8575507,0.1458958895624882,0.4685248277459962,NS
KCTD17,1.4530444,1.7612338,0.14621143005961004,0.4694343549106622,NS
ELOF1,1.4517561,1.637719,0.14656943543739345,0.4702719349962757,NS
LINC01358,1.4516741,0.7287621,0.146592232800565,0.47028923812540957,NS
LINC01237,1.4516203,0.23702185,0.14660720621217588,0.47028923812540957,NS
SAMM50,1.4507453,0.3879633,0.14685076867008448,0.4710185304036606,NS
IFNGR2,1.448283,0.059098948,0.14753791634058167,0.4730136264975055,NS
VPS29,1.4461046,0.109853834,0.1481478530473964,0.47470716203693636,NS
IL21R,1.4459966,0.29768226,0.14817815176648771,0.47475188141794067,NS
FBXO5,1.4459145,1.5473663,0.14820117619325307,0.47477328720930767,NS
GPR157,1.4456172,0.38015917,0.14828461308222377,0.474940972343123,NS
AL451123.1,1.4439261,0.87545234,0.1487597503118179,0.476142656077381,NS
SUSD6,1.4433817,0.028901692,0.14891299859979493,0.4765281570085969,NS
STRADB,1.441726,0.15232508,0.1493797019904672,0.47779176507439475,NS
NFATC4,1.4416891,0.6754703,0.14939010678728837,0.47779176507439475,NS
AC099063.1,1.4414967,1.1119794,0.14944438746345945,0.4778174117363745,NS
PNMA1,1.4414859,1.6462456,0.1494474699840516,0.4778174117363745,NS
MPDZ,1.4408901,0.11470586,0.1496157403731621,0.4782501384067297,NS
XXYLT1,1.4399464,0.13929078,0.14988255493203875,0.4789976040457344,NS
HLX,1.4391925,1.7138315,0.15009598397266832,0.4795521155573073,NS
RNF185,1.4388493,0.17285459,0.1501932293015411,0.479779339257727,NS
ISCA1,1.4383754,0.61141735,0.1503275664877953,0.4801028810983348,NS
FUCA2,1.4379084,0.40594226,0.15046002682665927,0.4804202879000277,NS
DLAT,1.4360567,0.48332077,0.1509861893951515,0.4819414132435063,NS
DDT,1.4357784,2.3335962,0.1510654082504013,0.4821411954580569,NS
BANF1,1.4357202,1.2383419,0.15108197253888783,0.4821411954580569,NS
UBE3B,1.4355395,0.13826081,0.15113342938563398,0.48225243010244584,NS
EIF3M,1.4349811,0.20558602,0.15129249236374376,0.48270696355483317,NS
MFAP2,1.4341136,1.3520043,0.15153984725767874,0.4833899816444019,NS
AHCY,1.4326313,1.0144782,0.15196325743591657,0.4846341671438551,NS
PSMD2,1.4320271,0.2941726,0.15213607171665072,0.48513165790817925,NS
HIKESHI,1.4308192,0.24741122,0.15248203858524118,0.48602185877784243,NS
COX7B,1.4301138,1.155281,0.15268434702042896,0.486506557084947,NS
AC097534.2,1.4280578,1.2862602,0.15327523176503147,0.48812162714033813,NS
TRIM44,1.4279749,0.042070743,0.15329907927886535,0.4881440593062631,NS
TOMM70,1.4270281,0.20173243,0.1535718068641349,0.48885174111364443,NS
C2orf49,1.4263711,0.3460157,0.15376124192784107,0.48940112610976044,NS
AP001439.1,1.4259903,0.5537909,0.15387111702073394,0.4896971899049431,NS
PDHX,1.4253901,0.110910796,0.15404446572633765,0.4901414818565289,NS
PLAA,1.4251689,0.19314706,0.15410838211729327,0.49027123749357976,NS
LYL1,1.4250257,1.4872358,0.15414977891498788,0.49031545795252357,NS
MRRF,1.4248428,0.14379126,0.1542026231559136,0.4904298448302266,NS
UBL4A,1.4242487,2.092904,0.1543745084794088,0.4908690314499591,NS
TMUB2,1.4240252,0.3053384,0.15443919820888646,0.49102098150029017,NS
BRD8,1.4239451,0.16184568,0.15446236511280367,0.4910408958773196,NS
LCMT1,1.4230931,0.17445812,0.15470918385079396,0.49155657780439294,NS
FKBP11,1.4227891,0.42788205,0.15479729687661492,0.49178275090394397,NS
UBR7,1.4194027,0.4861343,0.15578163308243317,0.4945854033928616,NS
DELE1,1.4191312,0.14438836,0.1558607734277261,0.4947825885777995,NS
ARL5B,1.4183767,0.23364916,0.15608083443131715,0.4954055070551425,NS
NUDT3,1.4183414,0.28082746,0.15609110520054112,0.4954055070551425,NS
DUSP2,1.4175885,0.9693733,0.1563109625368624,0.49599491662434225,NS
RASGRF2,1.4164724,0.22183844,0.15663724240267837,0.4969759602225651,NS
SLC52A2,1.415998,1.505299,0.1567760901998681,0.4972535670167233,NS
SPTSSA,1.4152564,0.42870688,0.15699332786130685,0.4977795431533468,NS
ZBTB37,1.4144137,0.19975424,0.1572404571772634,0.49850870686450965,NS
MRPS35,1.4136162,0.27294794,0.15747463505946535,0.49919665522451645,NS
RNF122,1.4128466,0.30886963,0.15770084130875905,0.49985918603594665,NS
GLRX5,1.4126533,1.4830173,0.1577576674953748,0.4999847524264278,NS
