pathway,ligand,receptor,sender,receiver,COVID,Control,log2FC
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,NK_cell,4.1235726e-05,0.0,0.05829666
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Plasma_cell,1.0494678e-05,0.0,0.015061769
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,T_cell,2.8127477e-06,0.0,0.0040522343
Chemokine_signaling,CXCL8,CXCR2,Myeloid,B_cell,0.0,0.00025103835,-0.323126
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Endothelial,0.0,9.509138e-05,-0.13105124
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Epithelial,2.4851317e-05,1.9665484e-05,0.007318701
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Fibroblast,7.8166e-06,5.5707715e-05,-0.06697738
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Mast_cell,0.00014339501,0.00023762452,-0.11424973
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Myeloid,3.363031e-05,6.966953e-05,-0.049444906
Chemokine_signaling,CXCL8,CXCR2,Myeloid,NK_cell,0.00024592155,0.0006987706,-0.4472777
Chemokine_signaling,CXCL8,CXCR2,Myeloid,Plasma_cell,6.258814e-05,0.0,0.087582454
Chemokine_signaling,CXCL8,CXCR2,Myeloid,T_cell,1.677466e-05,0.00014395792,-0.17003404
Chemokine_signaling,CXCL8,CXCR2,NK_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Epithelial,5.8255966e-07,0.0,0.00084023445
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Fibroblast,1.8323522e-07,0.0,0.0002643131
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Mast_cell,3.3614378e-06,0.0,0.0048414343
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Myeloid,7.883551e-07,0.0,0.0011368732
Chemokine_signaling,CXCL8,CXCR2,NK_cell,NK_cell,5.764845e-06,0.0,0.008293028
Chemokine_signaling,CXCL8,CXCR2,NK_cell,Plasma_cell,1.4671789e-06,0.0,0.0021152112
Chemokine_signaling,CXCL8,CXCR2,NK_cell,T_cell,3.932283e-07,0.0,0.0005672592
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Epithelial,1.7619642e-06,0.0,0.0025396668
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Fibroblast,5.5419883e-07,0.0,0.0007993259
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Mast_cell,1.016674e-05,0.0,0.014593481
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Myeloid,2.3843968e-06,0.0,0.0034359023
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,NK_cell,1.7435896e-05,0.0,0.024937917
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,Plasma_cell,4.437514e-06,0.0,0.0063878912
Chemokine_signaling,CXCL8,CXCR2,Plasma_cell,T_cell,1.1893273e-06,0.0,0.0017148514
Chemokine_signaling,CXCL8,CXCR2,T_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,T_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,T_cell,Epithelial,3.1989785e-07,0.0,0.00046152758
Chemokine_signaling,CXCL8,CXCR2,T_cell,Fibroblast,1.0061897e-07,0.0,0.00014514606
Chemokine_signaling,CXCL8,CXCR2,T_cell,Mast_cell,1.8458481e-06,0.0,0.0026605248
Chemokine_signaling,CXCL8,CXCR2,T_cell,Myeloid,4.3290518e-07,0.0,0.0006245058
Chemokine_signaling,CXCL8,CXCR2,T_cell,NK_cell,3.1656182e-06,0.0,0.0045597856
Chemokine_signaling,CXCL8,CXCR2,T_cell,Plasma_cell,8.05664e-07,0.0,0.0011619626
Chemokine_signaling,CXCL8,CXCR2,T_cell,T_cell,2.1593134e-07,0.0,0.0003115989
Efferocytosis,GAS6,AXL,B_cell,B_cell,0.0,7.107619e-05,-0.09906116
Efferocytosis,GAS6,AXL,B_cell,Endothelial,0.00065711216,0.0006213364,0.031487852
Efferocytosis,GAS6,AXL,B_cell,Epithelial,0.0025149067,0.0006653659,1.0776473
Efferocytosis,GAS6,AXL,B_cell,Fibroblast,0.011712802,0.0058368286,0.8948828
Efferocytosis,GAS6,AXL,B_cell,Mast_cell,0.00017870366,0.0007789489,-0.5938239
Efferocytosis,GAS6,AXL,B_cell,Myeloid,0.0049847956,0.007565519,-0.5172387
Efferocytosis,GAS6,AXL,B_cell,NK_cell,0.0001124718,5.1327745e-05,0.08155625
Efferocytosis,GAS6,AXL,B_cell,Plasma_cell,0.00017360067,6.643679e-05,0.13814302
Efferocytosis,GAS6,AXL,B_cell,T_cell,0.00011867066,0.000101307094,0.022568632
Efferocytosis,GAS6,AXL,Endothelial,B_cell,0.0,0.0006863781,-0.75392807
Efferocytosis,GAS6,AXL,Endothelial,Endothelial,0.0028148727,0.0060002045,-0.8757621
Efferocytosis,GAS6,AXL,Endothelial,Epithelial,0.010773111,0.006425394,0.6649561
Efferocytosis,GAS6,AXL,Endothelial,Fibroblast,0.050174154,0.05636587,-0.16477735
Efferocytosis,GAS6,AXL,Endothelial,Mast_cell,0.0007655132,0.007522258,-2.271148
Efferocytosis,GAS6,AXL,Endothelial,Myeloid,0.021353379,0.073059715,-1.728196
Efferocytosis,GAS6,AXL,Endothelial,NK_cell,0.00048179567,0.0004956686,-0.013444073
Efferocytosis,GAS6,AXL,Endothelial,Plasma_cell,0.00074365357,0.0006415757,0.08703205
Efferocytosis,GAS6,AXL,Endothelial,T_cell,0.0005083498,0.000978316,-0.39130175
Efferocytosis,GAS6,AXL,Epithelial,B_cell,0.0,0.0006996275,-0.7652187
Efferocytosis,GAS6,AXL,Epithelial,Endothelial,0.0037028894,0.0061160284,-0.5975248
Efferocytosis,GAS6,AXL,Epithelial,Epithelial,0.014171737,0.006549426,1.0069475
Efferocytosis,GAS6,AXL,Epithelial,Fibroblast,0.06600275,0.05745392,0.19692054
Efferocytosis,GAS6,AXL,Epithelial,Mast_cell,0.0010070121,0.007667463,-2.1105602
Efferocytosis,GAS6,AXL,Epithelial,Myeloid,0.028089795,0.07447001,-1.3753904
Efferocytosis,GAS6,AXL,Epithelial,NK_cell,0.0006337892,0.0005052367,0.11823154
Efferocytosis,GAS6,AXL,Epithelial,Plasma_cell,0.0009782562,0.0006539603,0.25830466
Efferocytosis,GAS6,AXL,Epithelial,T_cell,0.00066872046,0.0009972007,-0.25923702
Efferocytosis,GAS6,AXL,Fibroblast,B_cell,0.0,0.0002304826,-0.29922432
Efferocytosis,GAS6,AXL,Fibroblast,Endothelial,0.0024333196,0.0020148412,0.18752229
Efferocytosis,GAS6,AXL,Fibroblast,Epithelial,0.009312826,0.0021576178,1.7075312
Efferocytosis,GAS6,AXL,Fibroblast,Fibroblast,0.043373097,0.0189274,1.1549318
Efferocytosis,GAS6,AXL,Fibroblast,Mast_cell,0.0006617487,0.0025259396,-1.0853056
Efferocytosis,GAS6,AXL,Fibroblast,Myeloid,0.01845895,0.024533117,-0.39193586
Efferocytosis,GAS6,AXL,Fibroblast,NK_cell,0.00041648874,0.00016644325,0.28020296
Efferocytosis,GAS6,AXL,Fibroblast,Plasma_cell,0.00064285204,0.00021543818,0.43472597
Efferocytosis,GAS6,AXL,Fibroblast,T_cell,0.00043944345,0.000328514,0.115697764
Efferocytosis,GAS6,AXL,Mast_cell,B_cell,0.0,0.0005796502,-0.659605
Efferocytosis,GAS6,AXL,Mast_cell,Endothelial,0.0014747198,0.005067207,-1.2937672
Efferocytosis,GAS6,AXL,Mast_cell,Epithelial,0.0056440635,0.0054262825,0.04808138
Efferocytosis,GAS6,AXL,Mast_cell,Fibroblast,0.026286382,0.0476013,-0.83281374
Efferocytosis,GAS6,AXL,Mast_cell,Mast_cell,0.0004010546,0.00635259,-2.3917394
Efferocytosis,GAS6,AXL,Mast_cell,Myeloid,0.011187097,0.06169935,-2.3630958
Efferocytosis,GAS6,AXL,Mast_cell,NK_cell,0.00025241412,0.000418595,-0.1797511
Efferocytosis,GAS6,AXL,Mast_cell,Plasma_cell,0.00038960224,0.00054181437,-0.14995705
Efferocytosis,GAS6,AXL,Mast_cell,T_cell,0.0002663259,0.0008261934,-0.5281907
Efferocytosis,GAS6,AXL,Myeloid,B_cell,0.0,0.0005648956,-0.6460664
Efferocytosis,GAS6,AXL,Myeloid,Endothelial,0.0015228391,0.004938225,-1.2349834
Efferocytosis,GAS6,AXL,Myeloid,Epithelial,0.005828226,0.0052881604,0.11887281
Efferocytosis,GAS6,AXL,Myeloid,Fibroblast,0.027144091,0.046389643,-0.75173974
Efferocytosis,GAS6,AXL,Myeloid,Mast_cell,0.00041414076,0.0061908895,-2.3462446
Efferocytosis,GAS6,AXL,Myeloid,Myeloid,0.011552124,0.060128838,-2.2839215
Efferocytosis,GAS6,AXL,Myeloid,NK_cell,0.00026065024,0.00040793995,-0.1594176
Efferocytosis,GAS6,AXL,Myeloid,Plasma_cell,0.0004023147,0.0005280229,-0.12385602
Efferocytosis,GAS6,AXL,Myeloid,T_cell,0.00027501595,0.00080516323,-0.501614
Efferocytosis,GAS6,AXL,NK_cell,B_cell,0.0,0.0,0.0
Efferocytosis,GAS6,AXL,NK_cell,Endothelial,3.75489e-05,0.0,0.05317933
Efferocytosis,GAS6,AXL,NK_cell,Epithelial,0.00014370756,0.0,0.19371831
Efferocytosis,GAS6,AXL,NK_cell,Fibroblast,0.0006692964,0.0,0.7392402
Efferocytosis,GAS6,AXL,NK_cell,Mast_cell,1.0211538e-05,0.0,0.014657324
Efferocytosis,GAS6,AXL,NK_cell,Myeloid,0.00028484268,0.0,0.36159164
Efferocytosis,GAS6,AXL,NK_cell,NK_cell,6.426897e-06,0.0,0.009242432
Efferocytosis,GAS6,AXL,NK_cell,Plasma_cell,9.9199415e-06,0.0,0.014241018
Efferocytosis,GAS6,AXL,NK_cell,T_cell,6.7811147e-06,0.0,0.00975004
Efferocytosis,GAS6,AXL,Plasma_cell,B_cell,0.0,0.0017747686,-1.4723673
Efferocytosis,GAS6,AXL,Plasma_cell,Endothelial,0.009437585,0.015514735,-0.6619658
Efferocytosis,GAS6,AXL,Plasma_cell,Epithelial,0.036119625,0.016614148,1.0754473
Efferocytosis,GAS6,AXL,Plasma_cell,Fibroblast,0.16822176,0.14574529,0.20560087
Efferocytosis,GAS6,AXL,Plasma_cell,Mast_cell,0.00256658,0.01945031,-2.5195096
Efferocytosis,GAS6,AXL,Plasma_cell,Myeloid,0.071592696,0.18891059,-1.387424
Efferocytosis,GAS6,AXL,Plasma_cell,NK_cell,0.0016153438,0.0012816509,0.1969225
Efferocytosis,GAS6,AXL,Plasma_cell,Plasma_cell,0.0024932898,0.001658923,0.39374435
Efferocytosis,GAS6,AXL,Plasma_cell,T_cell,0.0017043733,0.0025296325,-0.38422367
Efferocytosis,GAS6,AXL,T_cell,B_cell,0.0,1.9978015e-05,-0.0285381
Efferocytosis,GAS6,AXL,T_cell,Endothelial,6.910211e-05,0.00017464452,-0.13582453
Efferocytosis,GAS6,AXL,T_cell,Epithelial,0.00026446834,0.00018702028,0.09118629
Efferocytosis,GAS6,AXL,T_cell,Fibroblast,0.0012317217,0.0016406091,-0.24271357
Efferocytosis,GAS6,AXL,T_cell,Mast_cell,1.879253e-05,0.00021894606,-0.25877383
Efferocytosis,GAS6,AXL,T_cell,Myeloid,0.0005242026,0.0021265075,-1.0364974
Efferocytosis,GAS6,AXL,T_cell,NK_cell,1.18275675e-05,1.44271435e-05,-0.00370177
Efferocytosis,GAS6,AXL,T_cell,Plasma_cell,1.8255898e-05,1.8673978e-05,-0.0005921718
Efferocytosis,GAS6,AXL,T_cell,T_cell,1.2479442e-05,2.8475282e-05,-0.022614466
Efferocytosis,GAS6,MERTK,B_cell,B_cell,0.0019018132,0.0005077533,0.9445543
Efferocytosis,GAS6,MERTK,B_cell,Endothelial,0.005295659,0.00095711247,1.6856307
Efferocytosis,GAS6,MERTK,B_cell,Epithelial,0.0038115415,0.0016772655,0.845739
Efferocytosis,GAS6,MERTK,B_cell,Fibroblast,0.004887317,0.0015201523,1.2240993
Efferocytosis,GAS6,MERTK,B_cell,Mast_cell,0.003517277,0.0005449642,1.54788
Efferocytosis,GAS6,MERTK,B_cell,Myeloid,0.055648115,0.014358903,1.8829527
Efferocytosis,GAS6,MERTK,B_cell,NK_cell,0.00041237567,0.00011307293,0.34357572
Efferocytosis,GAS6,MERTK,B_cell,Plasma_cell,0.0060862685,0.014710005,-1.1485856
Efferocytosis,GAS6,MERTK,B_cell,T_cell,0.0002086452,0.00018232892,0.031759415
Efferocytosis,GAS6,MERTK,Endothelial,B_cell,0.008146801,0.00490334,0.6317359
Efferocytosis,GAS6,MERTK,Endothelial,Endothelial,0.022685025,0.009242772,1.2093691
Efferocytosis,GAS6,MERTK,Endothelial,Epithelial,0.016327508,0.016197242,0.010886941
Efferocytosis,GAS6,MERTK,Endothelial,Fibroblast,0.02093581,0.01468001,0.48436147
Efferocytosis,GAS6,MERTK,Endothelial,Mast_cell,0.015066967,0.0052626836,1.3592446
Efferocytosis,GAS6,MERTK,Endothelial,Myeloid,0.23837996,0.13866298,0.77735263
Efferocytosis,GAS6,MERTK,Endothelial,NK_cell,0.0017664946,0.0010919379,0.4032191
Efferocytosis,GAS6,MERTK,Endothelial,Plasma_cell,0.02607176,0.14205354,-2.4016945
Efferocytosis,GAS6,MERTK,Endothelial,T_cell,0.0008937739,0.0017607384,-0.5437902
Efferocytosis,GAS6,MERTK,Epithelial,B_cell,0.010716898,0.0049979906,0.96603954
Efferocytosis,GAS6,MERTK,Epithelial,Endothelial,0.02984154,0.009421188,1.5653551
Efferocytosis,GAS6,MERTK,Epithelial,Epithelial,0.021478398,0.016509904,0.3603681
Efferocytosis,GAS6,MERTK,Epithelial,Fibroblast,0.027540494,0.014963384,0.8382439
Efferocytosis,GAS6,MERTK,Epithelial,Mast_cell,0.01982019,0.005364271,1.709916
Efferocytosis,GAS6,MERTK,Epithelial,Myeloid,0.31358242,0.14133964,1.1441004
Efferocytosis,GAS6,MERTK,Epithelial,NK_cell,0.002323776,0.0011130159,0.65351963
Efferocytosis,GAS6,MERTK,Epithelial,Plasma_cell,0.0342967,0.14479566,-2.0463426
Efferocytosis,GAS6,MERTK,Epithelial,T_cell,0.0011757355,0.0017947265,-0.36120394
Efferocytosis,GAS6,MERTK,Fibroblast,B_cell,0.0070425104,0.0016465189,1.60355
Efferocytosis,GAS6,MERTK,Fibroblast,Endothelial,0.019610092,0.0031036804,2.3283606
Efferocytosis,GAS6,MERTK,Fibroblast,Epithelial,0.0141143305,0.0054389597,1.2310175
Efferocytosis,GAS6,MERTK,Fibroblast,Fibroblast,0.01809798,0.00492948,1.6874425
Efferocytosis,GAS6,MERTK,Fibroblast,Mast_cell,0.013024654,0.0017671849,2.341474
Efferocytosis,GAS6,MERTK,Fibroblast,Myeloid,0.20606779,0.046562392,2.12221
Efferocytosis,GAS6,MERTK,Fibroblast,NK_cell,0.001527048,0.00036666772,0.8867904
Efferocytosis,GAS6,MERTK,Fibroblast,Plasma_cell,0.022537759,0.04770093,-1.0489724
Efferocytosis,GAS6,MERTK,Fibroblast,T_cell,0.0007726237,0.00059124787,0.15572773
Efferocytosis,GAS6,MERTK,Mast_cell,B_cell,0.0042681326,0.0041408986,0.03527114
Efferocytosis,GAS6,MERTK,Mast_cell,Endothelial,0.01188475,0.0078055738,0.5491756
Efferocytosis,GAS6,MERTK,Mast_cell,Epithelial,0.008554028,0.013678664,-0.61953956
Efferocytosis,GAS6,MERTK,Mast_cell,Fibroblast,0.01096833,0.012397354,-0.16272616
Efferocytosis,GAS6,MERTK,Mast_cell,Mast_cell,0.0078936275,0.0044443663,0.7080078
Efferocytosis,GAS6,MERTK,Mast_cell,Myeloid,0.124887936,0.117101684,0.092110455
Efferocytosis,GAS6,MERTK,Mast_cell,NK_cell,0.0009254716,0.00092214777,0.0024926257
Efferocytosis,GAS6,MERTK,Mast_cell,Plasma_cell,0.01365907,0.11996504,-3.0447247
Efferocytosis,GAS6,MERTK,Mast_cell,T_cell,0.0004682507,0.0014869537,-0.76028126
Efferocytosis,GAS6,MERTK,Myeloid,B_cell,0.004407399,0.0040354948,0.10280118
Efferocytosis,GAS6,MERTK,Myeloid,Endothelial,0.012272541,0.0076068887,0.62488097
Efferocytosis,GAS6,MERTK,Myeloid,Epithelial,0.008833141,0.013330484,-0.5433631
Efferocytosis,GAS6,MERTK,Myeloid,Fibroblast,0.01132622,0.012081787,-0.08582923
Efferocytosis,GAS6,MERTK,Myeloid,Mast_cell,0.008151191,0.004331238,0.7794889
Efferocytosis,GAS6,MERTK,Myeloid,Myeloid,0.12896295,0.114120945,0.17495006
Efferocytosis,GAS6,MERTK,Myeloid,NK_cell,0.00095566915,0.0008986751,0.042669177
Efferocytosis,GAS6,MERTK,Myeloid,Plasma_cell,0.0141047565,0.11691141,-2.9646285
Efferocytosis,GAS6,MERTK,Myeloid,T_cell,0.00048352944,0.0014491043,-0.72322077
Efferocytosis,GAS6,MERTK,NK_cell,B_cell,0.00010867399,0.0,0.14883512
Efferocytosis,GAS6,MERTK,NK_cell,Endothelial,0.00030260612,0.0,0.38140088
Efferocytosis,GAS6,MERTK,NK_cell,Epithelial,0.00021780025,0.0,0.28427753
Efferocytosis,GAS6,MERTK,NK_cell,Fibroblast,0.00027927253,0.0,0.35532367
Efferocytosis,GAS6,MERTK,NK_cell,Mast_cell,0.0002009853,0.0,0.2642185
Efferocytosis,GAS6,MERTK,NK_cell,Myeloid,0.0031798612,0.0,2.063455
Efferocytosis,GAS6,MERTK,NK_cell,NK_cell,2.3564095e-05,0.0,0.03360145
Efferocytosis,GAS6,MERTK,NK_cell,Plasma_cell,0.00034778338,0.0,0.43058872
Efferocytosis,GAS6,MERTK,NK_cell,T_cell,1.1922467e-05,0.0,0.017098773
Efferocytosis,GAS6,MERTK,Plasma_cell,B_cell,0.027314248,0.012678571,1.0496106
Efferocytosis,GAS6,MERTK,Plasma_cell,Endothelial,0.07605738,0.023899045,1.6298429
Efferocytosis,GAS6,MERTK,Plasma_cell,Epithelial,0.05474217,0.041881226,0.37842295
Efferocytosis,GAS6,MERTK,Plasma_cell,Fibroblast,0.07019269,0.03795812,0.86980516
Efferocytosis,GAS6,MERTK,Plasma_cell,Mast_cell,0.050515883,0.013607726,1.8182856
Efferocytosis,GAS6,MERTK,Plasma_cell,Myeloid,0.7992301,0.358541,1.1542586
Efferocytosis,GAS6,MERTK,Plasma_cell,NK_cell,0.0059226276,0.0028234248,0.8564543
Efferocytosis,GAS6,MERTK,Plasma_cell,Plasma_cell,0.08741228,0.36730802,-2.058594
Efferocytosis,GAS6,MERTK,Plasma_cell,T_cell,0.002996607,0.004552743,-0.47442496
Efferocytosis,GAS6,MERTK,T_cell,B_cell,0.00019999525,0.00014271871,0.07055845
Efferocytosis,GAS6,MERTK,T_cell,Endothelial,0.00055689306,0.00026902408,0.2949505
Efferocytosis,GAS6,MERTK,T_cell,Epithelial,0.00040082284,0.00047144387,-0.070957996
Efferocytosis,GAS6,MERTK,T_cell,Fibroblast,0.0005139517,0.00042728268,0.08504804
Efferocytosis,GAS6,MERTK,T_cell,Mast_cell,0.0003698779,0.00015317791,0.2484323
Efferocytosis,GAS6,MERTK,T_cell,Myeloid,0.0058519724,0.004035984,0.44424555
Efferocytosis,GAS6,MERTK,T_cell,NK_cell,4.3365548e-05,3.178241e-05,0.016105887
Efferocytosis,GAS6,MERTK,T_cell,Plasma_cell,0.0006400338,0.0041346713,-1.6465464
Efferocytosis,GAS6,MERTK,T_cell,T_cell,2.1941192e-05,5.1248804e-05,-0.040792108
Efferocytosis,PROS1,AXL,B_cell,B_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Endothelial,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Epithelial,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Fibroblast,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Mast_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Myeloid,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,NK_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,Plasma_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,B_cell,T_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,Endothelial,B_cell,0.0,0.00075345254,-0.81019837
Efferocytosis,PROS1,AXL,Endothelial,Endothelial,0.0027596774,0.006586558,-1.0128366
Efferocytosis,PROS1,AXL,Endothelial,Epithelial,0.010561867,0.007053299,0.5217225
Efferocytosis,PROS1,AXL,Endothelial,Fibroblast,0.049190313,0.061874073,-0.32505625
Efferocytosis,PROS1,AXL,Endothelial,Mast_cell,0.0007505027,0.00825735,-2.4028301
Efferocytosis,PROS1,AXL,Endothelial,Myeloid,0.020934671,0.08019928,-1.8882538
Efferocytosis,PROS1,AXL,Endothelial,NK_cell,0.0004723484,0.00054410653,-0.068653084
Efferocytosis,PROS1,AXL,Endothelial,Plasma_cell,0.0007290716,0.00070427195,0.02084196
Efferocytosis,PROS1,AXL,Endothelial,T_cell,0.0004983818,0.0010739192,-0.46895447
Efferocytosis,PROS1,AXL,Epithelial,B_cell,0.0,0.00079946243,-0.847566
Efferocytosis,PROS1,AXL,Epithelial,Endothelial,0.0044992208,0.0069887694,-0.538746
Efferocytosis,PROS1,AXL,Epithelial,Epithelial,0.017219465,0.0074840114,1.1026622
Efferocytosis,PROS1,AXL,Epithelial,Fibroblast,0.08019708,0.06565244,0.28477016
Efferocytosis,PROS1,AXL,Epithelial,Mast_cell,0.0012235768,0.008761589,-2.1342337
Efferocytosis,PROS1,AXL,Epithelial,Myeloid,0.034130696,0.08509669,-1.2932256
Efferocytosis,PROS1,AXL,Epithelial,NK_cell,0.00077008986,0.0005773326,0.16633566
Efferocytosis,PROS1,AXL,Epithelial,Plasma_cell,0.0011886369,0.0007472786,0.32492286
Efferocytosis,PROS1,AXL,Epithelial,T_cell,0.00081253325,0.0011394985,-0.23926523
Efferocytosis,PROS1,AXL,Fibroblast,B_cell,0.0,0.0007122452,-0.7758892
Efferocytosis,PROS1,AXL,Fibroblast,Endothelial,0.0028098943,0.0062263305,-0.9235122
Efferocytosis,PROS1,AXL,Fibroblast,Epithelial,0.010754057,0.006667544,0.61632234
Efferocytosis,PROS1,AXL,Fibroblast,Fibroblast,0.050085414,0.058490094,-0.21973799
Efferocytosis,PROS1,AXL,Fibroblast,Mast_cell,0.0007641593,0.0078057447,-2.319464
Efferocytosis,PROS1,AXL,Fibroblast,Myeloid,0.021315612,0.07581307,-1.7832985
Efferocytosis,PROS1,AXL,Fibroblast,NK_cell,0.00048094353,0.00051434856,-0.03218079
Efferocytosis,PROS1,AXL,Fibroblast,Plasma_cell,0.0007423383,0.00066575437,0.06484899
Efferocytosis,PROS1,AXL,Fibroblast,T_cell,0.00050745066,0.0010151851,-0.4188015
Efferocytosis,PROS1,AXL,Mast_cell,B_cell,0.0,0.0010171668,-1.0123304
Efferocytosis,PROS1,AXL,Mast_cell,Endothelial,0.003972051,0.008891904,-0.992407
Efferocytosis,PROS1,AXL,Mast_cell,Epithelial,0.015201877,0.009522008,0.6227508
Efferocytosis,PROS1,AXL,Mast_cell,Fibroblast,0.07080047,0.08353047,-0.23547825
Efferocytosis,PROS1,AXL,Mast_cell,Mast_cell,0.0010802115,0.011147487,-2.5458558
Efferocytosis,PROS1,AXL,Mast_cell,Myeloid,0.030131636,0.10826965,-1.8114394
Efferocytosis,PROS1,AXL,Mast_cell,NK_cell,0.0006798592,0.00073454797,-0.04621944
Efferocytosis,PROS1,AXL,Mast_cell,Plasma_cell,0.0010493654,0.00095077255,0.07113171
Efferocytosis,PROS1,AXL,Mast_cell,T_cell,0.00071732956,0.0014497992,-0.51249665
Efferocytosis,PROS1,AXL,Myeloid,B_cell,0.0,0.0004184128,-0.5042776
Efferocytosis,PROS1,AXL,Myeloid,Endothelial,0.00095191883,0.0036576958,-1.2547234
Efferocytosis,PROS1,AXL,Myeloid,Epithelial,0.0036431937,0.0039168894,-0.082628466
Efferocytosis,PROS1,AXL,Myeloid,Fibroblast,0.01696763,0.034360364,-0.97673297
Efferocytosis,PROS1,AXL,Myeloid,Mast_cell,0.00025887723,0.0045855325,-2.149557
Efferocytosis,PROS1,AXL,Myeloid,Myeloid,0.007221173,0.044536855,-2.4696186
Efferocytosis,PROS1,AXL,Myeloid,NK_cell,0.00016293112,0.00030215722,-0.16313802
Efferocytosis,PROS1,AXL,Myeloid,Plasma_cell,0.00025148483,0.00039110146,-0.15258685
Efferocytosis,PROS1,AXL,Myeloid,T_cell,0.00017191104,0.0005963767,-0.44593808
Efferocytosis,PROS1,AXL,NK_cell,B_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,NK_cell,Endothelial,3.3851946e-05,0.0,0.048029646
Efferocytosis,PROS1,AXL,NK_cell,Epithelial,0.00012955852,0.0,0.17575891
Efferocytosis,PROS1,AXL,NK_cell,Fibroblast,0.0006033995,0.0,0.68113387
Efferocytosis,PROS1,AXL,NK_cell,Mast_cell,9.20614e-06,0.0,0.013220941
Efferocytosis,PROS1,AXL,NK_cell,Myeloid,0.0002567979,0.0,0.3297527
Efferocytosis,PROS1,AXL,NK_cell,NK_cell,5.794124e-06,0.0,0.008334922
Efferocytosis,PROS1,AXL,NK_cell,Plasma_cell,8.943253e-06,0.0,0.012844958
Efferocytosis,PROS1,AXL,NK_cell,T_cell,6.113466e-06,0.0,0.008792937
Efferocytosis,PROS1,AXL,Plasma_cell,B_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,Plasma_cell,Endothelial,2.2900453e-05,0.0,0.032665763
Efferocytosis,PROS1,AXL,Plasma_cell,Epithelial,8.7644854e-05,0.0,0.12120766
Efferocytosis,PROS1,AXL,Plasma_cell,Fibroblast,0.0004081928,0.0,0.49384484
Efferocytosis,PROS1,AXL,Plasma_cell,Mast_cell,6.227848e-06,0.0,0.008957027
Efferocytosis,PROS1,AXL,Plasma_cell,Myeloid,0.00017372084,0.0,0.23108931
Efferocytosis,PROS1,AXL,Plasma_cell,NK_cell,3.919658e-06,0.0,0.005643908
Efferocytosis,PROS1,AXL,Plasma_cell,Plasma_cell,6.0500083e-06,0.0,0.008701994
Efferocytosis,PROS1,AXL,Plasma_cell,T_cell,4.1356893e-06,0.0,0.0059541184
Efferocytosis,PROS1,AXL,T_cell,B_cell,0.0,0.0,0.0
Efferocytosis,PROS1,AXL,T_cell,Endothelial,1.2782092e-05,0.0,0.018323809
Efferocytosis,PROS1,AXL,T_cell,Epithelial,4.891976e-05,0.0,0.06890437
Efferocytosis,PROS1,AXL,T_cell,Fibroblast,0.00022783647,0.0,0.2961183
Efferocytosis,PROS1,AXL,T_cell,Mast_cell,3.476129e-06,0.0,0.0050063175
Efferocytosis,PROS1,AXL,T_cell,Myeloid,9.696384e-05,0.0,0.13351603
Efferocytosis,PROS1,AXL,T_cell,NK_cell,2.1877922e-06,0.0,0.00315295
Efferocytosis,PROS1,AXL,T_cell,Plasma_cell,3.376866e-06,0.0,0.0048635458
Efferocytosis,PROS1,AXL,T_cell,T_cell,2.3083721e-06,0.0,0.0033264344
Efferocytosis,PROS1,MERTK,B_cell,B_cell,0.0,0.0,0.0
