pathway,ligand,receptor,sender,receiver,COVID,Control,log2FC
Chemokine_signaling,CXCL10,CXCR3,Epithelial,Fibroblast,2.5087766e-07,7.270883e-07,-0.00068671815
Chemokine_signaling,CXCL10,CXCR3,Epithelial,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Epithelial,Myeloid,9.752027e-07,8.9571756e-07,0.0001145359
Chemokine_signaling,CXCL10,CXCR3,Epithelial,NK_cell,2.9087721e-05,8.537158e-06,0.029101666
Chemokine_signaling,CXCL10,CXCR3,Epithelial,Plasma_cell,1.1994345e-05,2.4613194e-06,0.013654578
Chemokine_signaling,CXCL10,CXCR3,Epithelial,T_cell,2.184663e-05,7.193536e-06,0.020837722
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,B_cell,0.00014982573,7.2327125e-06,0.19101809
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Endothelial,9.892073e-06,0.0,0.0142009985
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Epithelial,4.591925e-06,2.705659e-06,0.0027115087
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Fibroblast,3.0248034e-06,3.222766e-06,-0.00028465936
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Myeloid,1.1757908e-05,3.970203e-06,0.011147731
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,NK_cell,0.00035070733,3.784033e-05,0.38013062
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,Plasma_cell,0.00014461445,1.0909619e-05,0.17920767
Chemokine_signaling,CXCL10,CXCR3,Fibroblast,T_cell,0.00026340233,3.1884825e-05,0.29203215
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,B_cell,3.3919656e-05,1.2415175e-05,0.030322956
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Endothelial,2.239506e-06,0.0,0.0032272537
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Epithelial,1.0395845e-06,4.6443474e-06,-0.005185901
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Fibroblast,6.8479744e-07,5.531978e-06,-0.006971365
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Myeloid,2.6619202e-06,6.8149766e-06,-0.005963251
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,NK_cell,7.939805e-05,6.49541e-05,0.01943582
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,Plasma_cell,3.273985e-05,1.87267e-05,0.019709827
Chemokine_signaling,CXCL10,CXCR3,Mast_cell,T_cell,5.9632715e-05,5.473129e-05,0.00668887
Chemokine_signaling,CXCL10,CXCR3,Myeloid,B_cell,0.0006080712,2.4684352e-05,0.6501517
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Endothelial,4.0147203e-05,0.0,0.056787692
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Epithelial,1.8636434e-05,9.234079e-06,0.013378394
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Fibroblast,1.2276234e-05,1.0998901e-05,0.0018215218
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Myeloid,4.7719743e-05,1.3549811e-05,0.047835834
Chemokine_signaling,CXCL10,CXCR3,Myeloid,NK_cell,0.0014233538,0.00012914436,1.101775
Chemokine_signaling,CXCL10,CXCR3,Myeloid,Plasma_cell,0.0005869211,3.723318e-05,0.61349005
Chemokine_signaling,CXCL10,CXCR3,Myeloid,T_cell,0.0010690244,0.00010881896,0.8999267
Chemokine_signaling,CXCL10,CXCR3,NK_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Epithelial,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Fibroblast,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Myeloid,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,NK_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,Plasma_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,NK_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,B_cell,4.7304316e-06,0.0,0.0068085245
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Endothelial,3.1232133e-07,0.0,0.0004505242
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Epithelial,1.4498035e-07,0.0,0.00020911575
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Fibroblast,9.550179e-08,0.0,0.00013775153
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Myeloid,3.7123115e-07,0.0,0.0005354546
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,NK_cell,1.1072844e-05,0.0,0.015886985
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,Plasma_cell,4.5658962e-06,0.0,0.0065722866
Chemokine_signaling,CXCL10,CXCR3,Plasma_cell,T_cell,8.316373e-06,0.0,0.01194841
Chemokine_signaling,CXCL10,CXCR3,T_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Epithelial,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Fibroblast,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Myeloid,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,NK_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,Plasma_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL10,CXCR3,T_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Epithelial,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Fibroblast,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Myeloid,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,NK_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,Plasma_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,B_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL12,CXCR4,Endothelial,B_cell,0.022481382,0.01209529,0.8424693
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Endothelial,0.00050125434,0.0002304005,0.28704044
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Epithelial,0.00019050707,5.391345e-05,0.17581981
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Fibroblast,0.0004502456,9.3846014e-05,0.40688762
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Mast_cell,0.0021841654,0.0010662348,0.6239111
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Myeloid,0.011905115,0.0034799434,1.5263907
Chemokine_signaling,CXCL12,CXCR4,Endothelial,NK_cell,0.022207981,0.005691138,1.7942975
Chemokine_signaling,CXCL12,CXCR4,Endothelial,Plasma_cell,0.009744835,0.008596793,0.1630191
Chemokine_signaling,CXCL12,CXCR4,Endothelial,T_cell,0.031154692,0.008915807,1.6972271
Chemokine_signaling,CXCL12,CXCR4,Epithelial,B_cell,0.0011452333,0.00057054777,0.44986677
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Endothelial,2.5534602e-05,1.0868238e-05,0.020781273
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Epithelial,9.704699e-06,2.5431548e-06,0.010269082
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Fibroblast,2.2936145e-05,4.4268168e-06,0.026343606
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Mast_cell,0.00011126447,5.029543e-05,0.08140721
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Myeloid,0.0006064633,0.00016415263,0.46460783
Chemokine_signaling,CXCL12,CXCR4,Epithelial,NK_cell,0.0011313058,0.00026845705,0.7486628
Chemokine_signaling,CXCL12,CXCR4,Epithelial,Plasma_cell,0.00049641565,0.00040551988,0.09040709
Chemokine_signaling,CXCL12,CXCR4,Epithelial,T_cell,0.001587064,0.0004205681,0.8648477
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,B_cell,0.08909784,0.018143618,2.2346292
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Endothelial,0.001986563,0.00034561378,1.1502216
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Epithelial,0.00075501454,8.0873215e-05,0.69928557
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Fibroblast,0.001784406,0.00014077433,1.2873561
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Mast_cell,0.008656248,0.0015994124,1.8932772
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Myeloid,0.047182158,0.0052201115,2.9534864
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,NK_cell,0.088014305,0.008537029,3.2224255
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,Plasma_cell,0.038620573,0.012895674,1.5116138
Chemokine_signaling,CXCL12,CXCR4,Fibroblast,T_cell,0.12347177,0.013374214,3.1142635
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,B_cell,0.0012457068,0.0019382824,-0.38780338
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Endothelial,2.7774802e-05,3.6921912e-05,-0.012783009
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Epithelial,1.055611e-05,8.639684e-06,0.0027384588
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Fibroblast,2.4948378e-05,1.5038918e-05,0.014016212
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Mast_cell,0.000121025914,0.0001708652,-0.062755324
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Myeloid,0.0006596695,0.00055766443,0.09151157
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,NK_cell,0.0012305574,0.0009120106,0.22231394
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,Plasma_cell,0.00053996715,0.0013776447,-0.6266334
Chemokine_signaling,CXCL12,CXCR4,Mast_cell,T_cell,0.0017263001,0.001428767,0.16672027
Chemokine_signaling,CXCL12,CXCR4,Myeloid,B_cell,0.00269658,0.010283881,-1.6100004
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Endothelial,6.012408e-05,0.00019589537,-0.173858
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Epithelial,2.28508e-05,4.5839286e-05,-0.03206534
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Fibroblast,5.4005723e-05,7.979149e-05,-0.034870025
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Mast_cell,0.00026198465,0.0009065538,-0.59527284
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Myeloid,0.0014279858,0.0029587816,-0.7052966
Chemokine_signaling,CXCL12,CXCR4,Myeloid,NK_cell,0.0026637863,0.0048388247,-0.67234266
Chemokine_signaling,CXCL12,CXCR4,Myeloid,Plasma_cell,0.0011688662,0.0073093236,-1.9377898
Chemokine_signaling,CXCL12,CXCR4,Myeloid,T_cell,0.00373692,0.007580562,-0.8571228
Chemokine_signaling,CXCL12,CXCR4,NK_cell,B_cell,0.00021286437,0.001452235,-1.0156791
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Endothelial,4.746113e-06,2.7663304e-05,-0.0325366
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Epithelial,1.8038112e-06,6.4731803e-06,-0.0067086224
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Fibroblast,4.2631386e-06,1.1267731e-05,-0.010027649
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Mast_cell,2.0680713e-05,0.00012801871,-0.14425932
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Myeloid,0.00011272326,0.0004178234,-0.34958312
Chemokine_signaling,CXCL12,CXCR4,NK_cell,NK_cell,0.00021027568,0.0006833131,-0.4759679
Chemokine_signaling,CXCL12,CXCR4,NK_cell,Plasma_cell,9.226871e-05,0.0010321839,-0.89570326
Chemokine_signaling,CXCL12,CXCR4,NK_cell,T_cell,0.00029498737,0.0010704866,-0.6770317
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,B_cell,0.0008731559,0.0,0.9054709
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Endothelial,1.946825e-05,0.0,0.027816927
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Epithelial,7.399117e-06,0.0,0.010635322
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Fibroblast,1.7487118e-05,0.0,0.025010431
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Mast_cell,8.483095e-05,0.0,0.117470145
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Myeloid,0.00046238356,0.0,0.54832184
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,NK_cell,0.00086253724,0.0,0.8972693
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,Plasma_cell,0.0003784803,0.0,0.46307865
Chemokine_signaling,CXCL12,CXCR4,Plasma_cell,T_cell,0.0012100192,0.0,1.1440588
Chemokine_signaling,CXCL12,CXCR4,T_cell,B_cell,0.00040114322,0.0009822568,-0.5005393
Chemokine_signaling,CXCL12,CXCR4,T_cell,Endothelial,8.944057e-06,1.8710793e-05,-0.013898263
Chemokine_signaling,CXCL12,CXCR4,T_cell,Epithelial,3.3992849e-06,4.3783034e-06,-0.0014068158
Chemokine_signaling,CXCL12,CXCR4,T_cell,Fibroblast,8.033891e-06,7.6212214e-06,0.00059081137
Chemokine_signaling,CXCL12,CXCR4,T_cell,Mast_cell,3.8972834e-05,8.658878e-05,-0.06464815
Chemokine_signaling,CXCL12,CXCR4,T_cell,Myeloid,0.00021242716,0.0002826057,-0.08117979
Chemokine_signaling,CXCL12,CXCR4,T_cell,NK_cell,0.00039626483,0.00046217654,-0.0665449
Chemokine_signaling,CXCL12,CXCR4,T_cell,Plasma_cell,0.00017388053,0.0006981443,-0.5326736
Chemokine_signaling,CXCL12,CXCR4,T_cell,T_cell,0.0005559042,0.0007240514,-0.14804952
Chemokine_signaling,CXCL8,CXCR1,B_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Epithelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Fibroblast,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Myeloid,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,NK_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,Plasma_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,B_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Endothelial,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Endothelial,0.0,2.2765141e-06,-0.0032805984
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Epithelial,2.2493934e-06,1.0323134e-06,0.0017528139
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Fibroblast,1.3146728e-05,0.0,0.01884317
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Myeloid,4.1770236e-06,2.6252656e-06,0.0022311248
Chemokine_signaling,CXCL8,CXCR1,Endothelial,NK_cell,4.1268893e-05,9.943747e-06,0.04406771
Chemokine_signaling,CXCL8,CXCR1,Endothelial,Plasma_cell,8.210449e-06,6.149251e-06,0.0029523268
Chemokine_signaling,CXCL8,CXCR1,Endothelial,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Epithelial,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Endothelial,0.0,3.944493e-05,-0.055813238
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Epithelial,8.337002e-06,1.7886792e-05,-0.013599186
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Fibroblast,4.872616e-05,0.0,0.06863807
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Myeloid,1.5481442e-05,4.548771e-05,-0.0420121
Chemokine_signaling,CXCL8,CXCR1,Epithelial,NK_cell,0.00015295629,0.0001722943,-0.023996916
Chemokine_signaling,CXCL8,CXCR1,Epithelial,Plasma_cell,3.0430663e-05,0.00010654745,-0.10281796
Chemokine_signaling,CXCL8,CXCR1,Epithelial,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Endothelial,0.0,6.146625e-07,-0.00088649895
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Epithelial,1.4893398e-06,2.787263e-07,0.0017449122
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Fibroblast,8.704545e-06,0.0,0.01250366
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Myeloid,2.7656376e-06,7.0882595e-07,0.0029622817
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,NK_cell,2.7324435e-05,2.6848277e-06,0.03502374
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,Plasma_cell,5.436198e-06,1.6603077e-06,0.005428211
Chemokine_signaling,CXCL8,CXCR1,Fibroblast,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Epithelial,9.5052974e-07,0.0,0.0013707383
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Fibroblast,5.5554337e-06,0.0,0.007992726
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Myeloid,1.7650914e-06,0.0,0.0025443023
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,NK_cell,1.743906e-05,0.0,0.024942312
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,Plasma_cell,3.4695024e-06,0.0,0.0049967202
Chemokine_signaling,CXCL8,CXCR1,Mast_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Myeloid,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Endothelial,0.0,6.0458577e-05,-0.08468826
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Epithelial,5.6687672e-06,2.7415688e-05,-0.030864885
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Fibroblast,3.3131484e-05,0.0,0.047023866
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Myeloid,1.0526649e-05,6.972055e-05,-0.08212663
Chemokine_signaling,CXCL8,CXCR1,Myeloid,NK_cell,0.00010400304,0.0002640813,-0.19534518
Chemokine_signaling,CXCL8,CXCR1,Myeloid,Plasma_cell,2.0691412e-05,0.00016330887,-0.18868744
Chemokine_signaling,CXCL8,CXCR1,Myeloid,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,NK_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Epithelial,1.3288614e-07,0.0,0.00019157596
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Fibroblast,7.766618e-07,0.0,0.001120032
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Myeloid,2.4676365e-07,0.0,0.00035596016
Chemokine_signaling,CXCL8,CXCR1,NK_cell,NK_cell,2.438019e-06,0.0,0.0035129369
Chemokine_signaling,CXCL8,CXCR1,NK_cell,Plasma_cell,4.8504404e-07,0.0,0.00069945585
Chemokine_signaling,CXCL8,CXCR1,NK_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Epithelial,4.0191694e-07,0.0,0.00057963707
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Fibroblast,2.3490302e-06,0.0,0.003384944
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Myeloid,7.4634187e-07,0.0,0.0010763818
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,NK_cell,7.37384e-06,0.0,0.010599129
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,Plasma_cell,1.467026e-06,0.0,0.0021150394
Chemokine_signaling,CXCL8,CXCR1,Plasma_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,T_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,T_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,T_cell,Epithelial,7.297105e-08,0.0,0.00010524954
Chemokine_signaling,CXCL8,CXCR1,T_cell,Fibroblast,4.264841e-07,0.0,0.00061505084
Chemokine_signaling,CXCL8,CXCR1,T_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR1,T_cell,Myeloid,1.35504e-07,0.0,0.00019553103
Chemokine_signaling,CXCL8,CXCR1,T_cell,NK_cell,1.3387762e-06,0.0,0.0019300736
Chemokine_signaling,CXCL8,CXCR1,T_cell,Plasma_cell,2.6634962e-07,0.0,0.0003841581
Chemokine_signaling,CXCL8,CXCR1,T_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Epithelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Fibroblast,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Mast_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Myeloid,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,NK_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,Plasma_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,B_cell,T_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,Endothelial,B_cell,0.0,9.452627e-06,-0.013573145
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Endothelial,0.0,3.5805817e-06,-0.005156473
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Epithelial,9.861118e-06,7.404864e-07,0.013088863
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Fibroblast,3.1016637e-06,2.0976247e-06,0.0014447905
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Mast_cell,5.6899808e-05,8.947541e-06,0.06698754
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Myeloid,1.3344663e-05,2.6233445e-06,0.0153452875
Chemokine_signaling,CXCL8,CXCR2,Endothelial,NK_cell,9.758282e-05,2.6311587e-05,0.09686102
Chemokine_signaling,CXCL8,CXCR2,Endothelial,Plasma_cell,2.4835264e-05,0.0,0.035391975
Chemokine_signaling,CXCL8,CXCR2,Endothelial,T_cell,6.6562634e-06,5.420608e-06,0.0017718807
Chemokine_signaling,CXCL8,CXCR2,Epithelial,B_cell,0.0,0.00016378472,-0.21882422
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Endothelial,0.0,6.204038e-05,-0.08683867
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Epithelial,3.6548594e-05,1.2830334e-05,0.033395104
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Fibroblast,1.14958e-05,3.6345333e-05,-0.03501451
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Mast_cell,0.00021088969,0.00015503314,0.06813321
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Myeloid,4.9459777e-05,4.5454428e-05,0.005516618
Chemokine_signaling,CXCL8,CXCR2,Epithelial,NK_cell,0.0003616745,0.0004558982,-0.096527696
Chemokine_signaling,CXCL8,CXCR2,Epithelial,Plasma_cell,9.2047776e-05,0.0,0.12703586
Chemokine_signaling,CXCL8,CXCR2,Epithelial,T_cell,2.4670333e-05,9.392233e-05,-0.09435041
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,B_cell,0.0,2.5522245e-06,-0.003677286
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Endothelial,0.0,9.667629e-07,-0.0013939907
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Epithelial,6.5291183e-06,1.9993253e-07,0.009100592
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Fibroblast,2.053634e-06,5.663621e-07,0.0021428596
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Mast_cell,3.767378e-05,2.4158505e-06,0.04987181
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Myeloid,8.835599e-06,7.0830725e-07,0.011669681
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,NK_cell,6.46103e-05,7.104171e-06,0.08011259
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,Plasma_cell,1.644361e-05,0.0,0.023530181
Chemokine_signaling,CXCL8,CXCR2,Fibroblast,T_cell,4.4071608e-06,1.463573e-06,0.004234185
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,B_cell,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Endothelial,0.0,0.0,0.0
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Epithelial,4.1670282e-06,0.0,0.0059993346
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Fibroblast,1.3106749e-06,0.0,0.0018897111
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Mast_cell,2.4044242e-05,0.0,0.034277923
Chemokine_signaling,CXCL8,CXCR2,Mast_cell,Myeloid,5.6390754e-06,0.0,0.008112615
